sensor_id,time,temperature,pressure,humidity,gas_resistance,smell
3,1545756,31.68638,9.127903,36.794037,128096.070312,air
4,1545811,32.169178,9.130241,35.648121,104298.226562,air
5,1545866,31.8591,9.129182,36.220669,91135.632812,air
6,1545922,31.691952,9.12641,36.292347,81089.640625,air
7,1545976,31.521551,9.127319,36.309818,114362.296875,air
0,1548591,31.394199,9.12624,37.522121,120669.335938,air
1,1548646,31.3874,9.125811,37.790825,99090.382812,air
2,1548701,31.561962,9.128137,37.082222,104939.539062,air
3,1548756,31.691437,9.127978,36.812027,128772.632812,air
4,1548811,32.181786,9.130176,35.649418,104810.648438,air
5,1548866,31.856577,9.129,36.220409,91135.632812,air
6,1548921,31.704535,9.126563,36.281975,81089.640625,air
7,1548976,31.534317,9.127367,36.311146,114209.234375,air
0,1551591,31.394199,9.126133,37.522121,120413.921875,air
1,1551646,31.377218,9.125814,37.772057,99843.992188,air
2,1551701,31.561962,9.128064,37.052834,104425.859375,air
3,1551756,31.693966,9.128033,36.789021,128096.070312,air
4,1551811,32.194393,9.130469,35.662361,104682.070312,air
5,1551867,31.864151,9.128949,36.232952,91330.71875,air
6,1551921,31.744801,9.126372,36.274494,81012.65625,air
7,1551976,31.564953,9.12745,36.290943,114209.234375,air
0,1554591,31.38415,9.126567,37.521049,120754.71875,air
